Yr,Month,Fleet,Area,Length,Obs,Exp,Nsamp_adj
2013,8,8,1,260,0.00518249,0.000973957,0.00283209
2013,8,8,1,270,9.97108e-05,0.000455283,0.00283209
2013,8,8,1,280,9.97108e-05,0.000222326,0.00283209
2013,8,8,1,290,9.97108e-05,0.000135623,0.00283209
2013,8,8,1,300,9.97108e-05,0.000108722,0.00283209
2013,8,8,1,310,9.97108e-05,0.000102266,0.00283209
2013,11,8,1,30,9.97108e-05,0.000102744,0.001
2013,11,8,1,40,9.97108e-05,0.000187162,0.001
2013,11,8,1,50,9.97108e-05,0.00131492,0.001
2013,11,8,1,60,0.0145506,0.0077847,0.001
2013,11,8,1,70,0.0579031,0.0224247,0.001
2013,11,8,1,80,0.0290014,0.0328294,0.001
2013,11,8,1,90,0.072354,0.0348636,0.001
2013,11,8,1,100,0.0434523,0.0470179,0.001
2013,11,8,1,110,0.115706,0.0679165,0.001
2013,11,8,1,120,0.159059,0.0799351,0.001
2013,11,8,1,130,0.101256,0.083914,0.001
2013,11,8,1,140,0.072354,0.0890844,0.001
2013,11,8,1,150,0.0434523,0.096232,0.001
2013,11,8,1,160,0.0434523,0.100402,0.001
2013,11,8,1,170,0.072354,0.0969846,0.001
2013,11,8,1,180,0.0434523,0.0845248,0.001
2013,11,8,1,190,0.0579031,0.0643104,0.001
2013,11,8,1,200,0.0290014,0.041363,0.001
2013,11,8,1,210,0.0145506,0.0227875,0.001
2013,11,8,1,220,0.0145506,0.0118487,0.001
2013,11,8,1,230,9.97108e-05,0.00647686,0.001
2013,11,8,1,240,9.97108e-05,0.00367376,0.001
2013,11,8,1,250,9.97108e-05,0.00199509,0.001
2013,11,8,1,260,9.97108e-05,0.000992865,0.001
2013,11,8,1,270,9.97108e-05,0.000461733,0.001
2013,11,8,1,280,9.97108e-05,0.000224297,0.001
2013,11,8,1,290,0.0145506,0.000136186,0.001
2013,11,8,1,300,9.97108e-05,0.000108872,0.001
2013,11,8,1,310,9.97108e-05,0.000102317,0.001
2014,2,8,1,30,9.97108e-05,0.00278721,0.00141263
2014,2,8,1,40,9.97108e-05,0.000931491,0.00141263
2014,2,8,1,50,9.97108e-05,0.000378981,0.00141263
2014,2,8,1,60,9.97108e-05,0.00257281,0.00141263
2014,2,8,1,70,0.0156795,0.0121091,0.00141263
2014,2,8,1,80,0.0546291,0.0303103,0.00141263
2014,2,8,1,90,0.0390492,0.0440121,0.00141263
2014,2,8,1,100,0.0468392,0.0500089,0.00141263
2014,2,8,1,110,0.0702089,0.0629076,0.00141263
2014,2,8,1,120,0.132528,0.0796056,0.00141263
2014,2,8,1,130,0.124738,0.0875715,0.00141263
2014,2,8,1,140,0.109158,0.0899333,0.00141263
2014,2,8,1,150,0.0390492,0.094602,0.00141263
2014,2,8,1,160,0.0702089,0.0991827,0.00141263
2014,2,8,1,170,0.0857887,0.0974051,0.00141263
2014,2,8,1,180,0.0935786,0.0862336,0.00141263
2014,2,8,1,190,0.0546291,0.0662546,0.00141263
2014,2,8,1,200,0.0312593,0.0427839,0.00141263
2014,2,8,1,210,0.00788963,0.0235774,0.00141263
2014,2,8,1,220,0.0156795,0.0122435,0.00141263
2014,2,8,1,230,0.00788963,0.00668839,0.00141263
2014,2,8,1,240,9.97108e-05,0.003792,0.00141263
2014,2,8,1,250,9.97108e-05,0.00205321,0.00141263
2014,2,8,1,260,9.97108e-05,0.00101509,0.00141263
2014,2,8,1,270,9.97108e-05,0.00046767,0.00141263
2014,2,8,1,280,9.97108e-05,0.000225049,0.00141263
2014,2,8,1,290,9.97108e-05,0.000135975,0.00141263
2014,2,8,1,300,9.97108e-05,0.000108699,0.00141263
2014,2,8,1,310,9.97108e-05,0.00010222,0.00141263
2014,5,8,1,30,9.97108e-05,0.000213468,0.001
2014,5,8,1,40,9.97108e-05,0.00142676,0.001
2014,5,8,1,50,9.97108e-05,0.00506441,0.001
2014,5,8,1,60,0.0161821,0.00629374,0.001
2014,5,8,1,70,0.0322644,0.00681719,0.001
2014,5,8,1,80,0.0805117,0.0186195,0.001
2014,5,8,1,90,0.0644293,0.0401256,0.001
2014,5,8,1,100,0.0483469,0.0562839,0.001
2014,5,8,1,110,0.0644293,0.0652157,0.001
2014,5,8,1,120,0.0161821,0.077354,0.001
2014,5,8,1,130,0.128759,0.0885246,0.001
2014,5,8,1,140,0.0805117,0.092091,0.001
2014,5,8,1,150,0.0644293,0.0944515,0.001
2014,5,8,1,160,0.0483469,0.0981121,0.001
2014,5,8,1,170,0.096594,0.0974358,0.001
2014,5,8,1,180,0.128759,0.0876033,0.001
2014,5,8,1,190,0.0322644,0.0680712,0.001
2014,5,8,1,200,0.0644293,0.0442136,0.001
2014,5,8,1,210,9.97108e-05,0.0244071,0.001
2014,5,8,1,220,0.0161821,0.0126618,0.001
2014,5,8,1,230,0.0161821,0.00690423,0.001
2014,5,8,1,240,9.97108e-05,0.00390773,0.001
2014,5,8,1,250,9.97108e-05,0.00211044,0.001
2014,5,8,1,260,9.97108e-05,0.00103925,0.001
2014,5,8,1,270,9.97108e-05,0.000476356,0.001
2014,5,8,1,280,9.97108e-05,0.000227798,0.001
2014,5,8,1,290,9.97108e-05,0.000136766,0.001
2014,5,8,1,300,9.97108e-05,0.000108908,0.001
2014,5,8,1,310,9.97108e-05,0.000102287,0.001
2010,11,10,2,30,9.97108e-05,0.000105233,0.001
2010,11,10,2,40,9.97108e-05,0.000258914,0.001
2010,11,10,2,50,9.97108e-05,0.00231143,0.001
2010,11,10,2,60,0.00924756,0.0140739,0.001
2010,11,10,2,70,0.0366908,0.0405293,0.001
2010,11,10,2,80,0.0275431,0.0581647,0.001
2010,11,10,2,90,0.0183953,0.0570383,0.001
2010,11,10,2,100,0.00924756,0.0693464,0.001
2010,11,10,2,110,0.0183953,0.0968304,0.001
2010,11,10,2,120,0.0366908,0.111779,0.001
2010,11,10,2,130,0.0915775,0.109593,0.001
2010,11,10,2,140,0.183055,0.0989622,0.001
2010,11,10,2,150,0.119021,0.0847235,0.001
2010,11,10,2,160,0.119021,0.0712702,0.001
2010,11,10,2,170,0.0824298,0.060214,0.001
2010,11,10,2,180,0.0458387,0.0483849,0.001
2010,11,10,2,190,0.0549864,0.0341584,0.001
2010,11,10,2,200,0.0458387,0.0204034,0.001
2010,11,10,2,210,0.00924756,0.0105118,0.001
2010,11,10,2,220,0.0458387,0.00513319,0.001
2010,11,10,2,230,0.00924756,0.00267794,0.001
2010,11,10,2,240,0.0183953,0.00150915,0.001
2010,11,10,2,250,0.0183953,0.000849432,0.001
2010,11,10,2,260,9.97108e-05,0.000457096,0.001
2010,11,10,2,270,9.97108e-05,0.000245766,0.001
2010,11,10,2,280,9.97108e-05,0.000150064,0.001
2010,11,10,2,290,9.97108e-05,0.000114396,0.001
2010,11,10,2,300,9.97108e-05,0.00010337,0.001
2010,11,10,2,310,9.97108e-05,0.000100738,0.001
2011,8,10,2,30,9.97108e-05,0.000137627,0.001
2011,8,10,2,40,9.97108e-05,0.000887617,0.001
2011,8,10,2,50,9.97108e-05,0.00684198,0.001
2011,8,10,2,60,0.00409797,0.0226311,0.001
2011,8,10,2,70,9.97108e-05,0.0316611,0.001
2011,8,10,2,80,9.97108e-05,0.0292104,0.001
2011,8,10,2,90,0.0256643,0.0448809,0.001
2011,8,10,2,100,0.0761438,0.0774823,0.001
2011,8,10,2,110,0.144544,0.0985333,0.001
2011,8,10,2,120,0.0998751,0.104584,0.001
2011,8,10,2,130,0.0475062,0.108491,0.001
2011,8,10,2,140,0.082307,0.106795,0.001
2011,8,10,2,150,0.111594,0.095985,0.001
2011,8,10,2,160,0.0690727,0.080255,0.001
2011,8,10,2,170,0.0761825,0.0640227,0.001
2011,8,10,2,180,0.0934151,0.0490525,0.001
2011,8,10,2,190,0.0355116,0.0345494,0.001
2011,8,10,2,200,0.0139451,0.0211099,0.001
2011,8,10,2,210,0.0188687,0.0111154,0.001
2011,8,10,2,220,0.0290515,0.00545669,0.001
2011,8,10,2,230,0.0321244,0.00279523,0.001
2011,8,10,2,240,0.0315133,0.0015295,0.001
2011,8,10,2,250,9.97108e-05,0.00084049,0.001
2011,8,10,2,260,0.00502332,0.000446549,0.001
2011,8,10,2,270,9.97108e-05,0.000239869,0.001
2011,8,10,2,280,9.97108e-05,0.000147702,0.001
2011,8,10,2,290,0.00256152,0.00011365,0.001
2011,8,10,2,300,9.97108e-05,0.000103176,0.001
2011,8,10,2,310,9.97108e-05,0.000100682,0.001
2011,11,10,2,30,9.97108e-05,0.000103763,0.001
2011,11,10,2,40,9.97108e-05,0.000216566,0.001
2011,11,10,2,50,9.97108e-05,0.00172357,0.001
2011,11,10,2,60,9.97108e-05,0.0103694,0.001
2011,11,10,2,70,0.00695657,0.0299371,0.001
2011,11,10,2,80,9.97108e-05,0.0438751,0.001
2011,11,10,2,90,0.00245462,0.0467453,0.001
2011,11,10,2,100,0.024983,0.0634097,0.001
2011,11,10,2,110,0.027405,0.092106,0.001
2011,11,10,2,120,0.0505353,0.108618,0.001
2011,11,10,2,130,0.0831965,0.111258,0.001
2011,11,10,2,140,0.152213,0.108121,0.001
2011,11,10,2,150,0.155478,0.099415,0.001
2011,11,10,2,160,0.0956756,0.0846628,0.001
2011,11,10,2,170,0.131443,0.0674495,0.001
2011,11,10,2,180,0.0905746,0.0510221,0.001
2011,11,10,2,190,0.0669526,0.035569,0.001
2011,11,10,2,200,0.0455397,0.0217114,0.001
2011,11,10,2,210,0.0141129,0.0115009,0.001
2011,11,10,2,220,0.0200544,0.00568157,0.001
2011,11,10,2,230,0.021086,0.00290732,0.001
2011,11,10,2,240,0.0065595,0.00157744,0.001
2011,11,10,2,250,9.97108e-05,0.000858557,0.001
2011,11,10,2,260,9.97108e-05,0.000452759,0.001
2011,11,10,2,270,0.00215216,0.000241882,0.001
2011,11,10,2,280,9.97108e-05,0.000148331,0.001
2011,11,10,2,290,0.0016309,0.000113839,0.001
2011,11,10,2,300,9.97108e-05,0.000103229,0.001
2011,11,10,2,310,9.97108e-05,0.0001007,0.001
2012,2,10,2,30,9.97108e-05,0.0122011,0.001
2012,2,10,2,40,9.97108e-05,0.00380237,0.001
2012,2,10,2,50,9.97108e-05,0.000533548,0.001
2012,2,10,2,60,0.0143585,0.00328127,0.001
2012,2,10,2,70,0.0144773,0.0155492,0.001
2012,2,10,2,80,0.00718627,0.0389719,0.001
2012,2,10,2,90,0.0100122,0.0566559,0.001
2012,2,10,2,100,0.0105179,0.0645904,0.001
2012,2,10,2,110,0.0151466,0.0817001,0.001
2012,2,10,2,120,0.0409946,0.103772,0.001
2012,2,10,2,130,0.0937917,0.113016,0.001
2012,2,10,2,140,0.098142,0.109757,0.001
2012,2,10,2,150,0.142164,0.101387,0.001
2012,2,10,2,160,0.139465,0.0879639,0.001
2012,2,10,2,170,0.0984279,0.0706139,0.001
2012,2,10,2,180,0.0962451,0.0530342,0.001
2012,2,10,2,190,0.0815738,0.0365879,0.001
2012,2,10,2,200,0.0633878,0.0222299,0.001
2012,2,10,2,210,0.0317735,0.0118093,0.001
2012,2,10,2,220,0.0208725,0.00587094,0.001
2012,2,10,2,230,0.00631246,0.00300909,0.001
2012,2,10,2,240,0.0103355,0.00162264,0.001
2012,2,10,2,250,0.00217063,0.000874985,0.001
2012,2,10,2,260,0.000973519,0.000457412,0.001
2012,2,10,2,270,0.000973519,0.000242673,0.001
2012,2,10,2,280,9.97108e-05,0.000148236,0.001
2012,2,10,2,290,9.97108e-05,0.000113697,0.001
2012,2,10,2,300,9.97108e-05,0.000103162,0.001
2012,2,10,2,310,9.97108e-05,0.000100669,0.001
2012,5,10,2,30,9.97108e-05,0.000582711,0.001
2012,5,10,2,40,9.97108e-05,0.00572956,0.001
2012,5,10,2,50,9.97108e-05,0.0210301,0.001
2012,5,10,2,60,9.97108e-05,0.0243657,0.001
2012,5,10,2,70,9.97108e-05,0.01423,0.001
2012,5,10,2,80,0.0137462,0.0233714,0.001
2012,5,10,2,90,0.00594347,0.0488491,0.001
2012,5,10,2,100,0.00310801,0.0685656,0.001
2012,5,10,2,110,0.0745918,0.0797235,0.001
2012,5,10,2,120,0.124126,0.094981,0.001
2012,5,10,2,130,0.101075,0.108378,0.001
2012,5,10,2,140,0.155019,0.109092,0.001
2012,5,10,2,150,0.194016,0.101475,0.001
2012,5,10,2,160,0.138695,0.0890506,0.001
2012,5,10,2,170,0.0672126,0.0723099,0.001
2012,5,10,2,180,0.02576,0.0542522,0.001
2012,5,10,2,190,0.0522578,0.0371003,0.001
2012,5,10,2,200,0.00489412,0.022383,0.001
2012,5,10,2,210,0.023801,0.0118815,0.001
2012,5,10,2,220,0.00550521,0.00593212,0.001
2012,5,10,2,230,0.00310801,0.00304677,0.001
2012,5,10,2,240,0.00249692,0.00163493,0.001
2012,5,10,2,250,0.00354627,0.000874748,0.001
2012,5,10,2,260,9.97108e-05,0.000454788,0.001
2012,5,10,2,270,9.97108e-05,0.000241036,0.001
2012,5,10,2,280,9.97108e-05,0.000147608,0.001
2012,5,10,2,290,9.97108e-05,0.000113523,0.001
2012,5,10,2,300,9.97108e-05,0.000103126,0.001
2012,5,10,2,310,9.97108e-05,0.000100663,0.001
2012,8,10,2,30,9.97108e-05,0.000146545,0.001
2012,8,10,2,40,9.97108e-05,0.00107279,0.001
2012,8,10,2,50,0.0128282,0.00842127,0.001
2012,8,10,2,60,0.0198842,0.0278095,0.001
2012,8,10,2,70,0.0326553,0.0379248,0.001
2012,8,10,2,80,0.0172522,0.0298651,0.001
2012,8,10,2,90,0.0406545,0.0364039,0.001
2012,8,10,2,100,0.0490307,0.0609226,0.001
2012,8,10,2,110,0.0642696,0.080819,0.001
2012,8,10,2,120,0.143943,0.0927764,0.001
2012,8,10,2,130,0.131836,0.103773,0.001
2012,8,10,2,140,0.101553,0.107979,0.001
2012,8,10,2,150,0.0889479,0.102849,0.001
2012,8,10,2,160,0.0879985,0.0912717,0.001
2012,8,10,2,170,0.0433804,0.0749357,0.001
2012,8,10,2,180,0.0559576,0.0564575,0.001
2012,8,10,2,190,0.0298369,0.0384177,0.001
2012,8,10,2,200,0.0221992,0.0230132,0.001
2012,8,10,2,210,0.0270184,0.0121767,0.001
2012,8,10,2,220,0.0122847,0.00609308,0.001
2012,8,10,2,230,0.00452369,0.00313686,0.001
2012,8,10,2,240,0.0066549,0.00167721,0.001
2012,8,10,2,250,0.00436213,0.000890311,0.001
2012,8,10,2,260,9.97108e-05,0.000459375,0.001
2012,8,10,2,270,9.97108e-05,0.000242206,0.001
2012,8,10,2,280,9.97108e-05,0.000147906,0.001
2012,8,10,2,290,9.97108e-05,0.000113609,0.001
2012,8,10,2,300,9.97108e-05,0.000103153,0.001
2012,8,10,2,310,0.00223091,0.000100674,0.001
2012,11,10,2,30,0.000755364,0.000104718,0.001
2012,11,10,2,40,0.00306026,0.000244065,0.001
2012,11,10,2,50,0.0167466,0.00210483,0.001
2012,11,10,2,60,0.0455823,0.0127604,0.001
2012,11,10,2,70,0.0536557,0.0366228,0.001
2012,11,10,2,80,0.00977842,0.0517816,0.001
2012,11,10,2,90,0.0116771,0.0477503,0.001
2012,11,10,2,100,0.0370836,0.053227,0.001
2012,11,10,2,110,0.0373089,0.074083,0.001
2012,11,10,2,120,0.0661068,0.0914002,0.001
2012,11,10,2,130,0.118917,0.101121,0.001
2012,11,10,2,140,0.0945879,0.105624,0.001
2012,11,10,2,150,0.0885149,0.103312,0.001
2012,11,10,2,160,0.0993363,0.09343,0.001
2012,11,10,2,170,0.0883613,0.07763,0.001
2012,11,10,2,180,0.070176,0.0589086,0.001
2012,11,10,2,190,0.047469,0.0400655,0.001
2012,11,10,2,200,0.0450469,0.023875,0.001
2012,11,10,2,210,0.0347312,0.0125803,0.001
2012,11,10,2,220,0.0132103,0.00629819,0.001
2012,11,10,2,230,0.00969793,0.00325006,0.001
2012,11,10,2,240,0.00458674,0.00173395,0.001
2012,11,10,2,250,0.000755364,0.000913914,0.001
2012,11,10,2,260,0.0016752,0.000467631,0.001
2012,11,10,2,270,9.97108e-05,0.000244766,0.001
2012,11,10,2,280,9.97108e-05,0.000148649,0.001
2012,11,10,2,290,0.000780126,0.000113816,0.001
2012,11,10,2,300,9.97108e-05,0.000103208,0.001
2012,11,10,2,310,9.97108e-05,0.000100692,0.001
2013,2,10,2,30,9.97108e-05,0.0107662,0.001
2013,2,10,2,40,9.97108e-05,0.00336937,0.001
2013,2,10,2,50,9.97108e-05,0.000597832,0.001
2013,2,10,2,60,0.00524375,0.0040176,0.001
2013,2,10,2,70,9.97108e-05,0.0190607,0.001
2013,2,10,2,80,9.97108e-05,0.047204,0.001
2013,2,10,2,90,9.97108e-05,0.0653546,0.001
2013,2,10,2,100,0.00524375,0.0647919,0.001
2013,2,10,2,110,0.00524375,0.0698124,0.001
2013,2,10,2,120,0.0143925,0.0855485,0.001
2013,2,10,2,130,0.0326899,0.0978391,0.001
2013,2,10,2,140,0.0235412,0.10254,0.001
2013,2,10,2,150,0.1316,0.10182,0.001
2013,2,10,2,160,0.151037,0.0941671,0.001
2013,2,10,2,170,0.177343,0.0794768,0.001
2013,2,10,2,180,0.109298,0.0608529,0.001
2013,2,10,2,190,0.16419,0.0414907,0.001
2013,2,10,2,200,0.0795728,0.0246501,0.001
2013,2,10,2,210,0.0326899,0.0129318,0.001
2013,2,10,2,220,0.0143925,0.00646584,0.001
2013,2,10,2,230,0.0418386,0.00334222,0.001
2013,2,10,2,240,0.00524375,0.00178149,0.001
2013,2,10,2,250,0.00524375,0.000933403,0.001
2013,2,10,2,260,9.97108e-05,0.000473485,0.001
2013,2,10,2,270,9.97108e-05,0.000245815,0.001
2013,2,10,2,280,9.97108e-05,0.000148576,0.001
2013,2,10,2,290,9.97108e-05,0.000113668,0.001
2013,2,10,2,300,9.97108e-05,0.000103137,0.001
2013,2,10,2,310,9.97108e-05,0.000100659,0.001
2013,5,10,2,30,0.00803554,0.000524943,0.001
2013,5,10,2,40,9.97108e-05,0.00505688,0.001
2013,5,10,2,50,0.0120922,0.0185478,0.001
2013,5,10,2,60,0.0141205,0.02175,0.001
2013,5,10,2,70,9.97108e-05,0.0145532,0.001
2013,5,10,2,80,0.0168622,0.0281571,0.001
2013,5,10,2,90,0.0354501,0.0583765,0.001
2013,5,10,2,100,0.0358068,0.0769449,0.001
2013,5,10,2,110,0.0307047,0.0781282,0.001
2013,5,10,2,120,0.0476209,0.082049,0.001
2013,5,10,2,130,0.0951412,0.0919319,0.001
2013,5,10,2,140,0.17748,0.0977985,0.001
2013,5,10,2,150,0.161337,0.0982238,0.001
2013,5,10,2,160,0.0965434,0.0925786,0.001
2013,5,10,2,170,0.121396,0.0795967,0.001
2013,5,10,2,180,0.0454143,0.0616369,0.001
2013,5,10,2,190,0.00230639,0.0422099,0.001
2013,5,10,2,200,0.0120922,0.025049,0.001
2013,5,10,2,210,0.00415635,0.013086,0.001
2013,5,10,2,220,0.0488439,0.00652118,0.001
2013,5,10,2,230,0.00803554,0.00336865,0.001
2013,5,10,2,240,0.0234577,0.00179305,0.001
2013,5,10,2,250,0.00230639,0.000935285,0.001
2013,5,10,2,260,9.97108e-05,0.000472031,0.001
2013,5,10,2,270,9.97108e-05,0.000244512,0.001
2013,5,10,2,280,9.97108e-05,0.000148006,0.001
2013,5,10,2,290,9.97108e-05,0.000113498,0.001
2013,5,10,2,300,9.97108e-05,0.000103099,0.001
2013,5,10,2,310,9.97108e-05,0.000100652,0.001
2013,8,10,2,30,9.97108e-05,0.000140892,0.001
2013,8,10,2,40,9.97108e-05,0.000955417,0.001
2013,8,10,2,50,0.00566012,0.0074205,0.001
2013,8,10,2,60,0.0200413,0.024533,0.001
2013,8,10,2,70,0.0479803,0.0340105,0.001
2013,8,10,2,80,0.0191678,0.0297219,0.001
2013,8,10,2,90,0.0330891,0.0423693,0.001
2013,8,10,2,100,0.0428585,0.0712227,0.001
2013,8,10,2,110,0.0459562,0.0876707,0.001
2013,8,10,2,120,0.073443,0.088598,0.001
2013,8,10,2,130,0.0832967,0.0903864,0.001
2013,8,10,2,140,0.130038,0.0944482,0.001
2013,8,10,2,150,0.113697,0.0958623,0.001
2013,8,10,2,160,0.0906362,0.0918193,0.001
2013,8,10,2,170,0.0904426,0.080459,0.001
2013,8,10,2,180,0.0443075,0.0632128,0.001
2013,8,10,2,190,0.0427594,0.0436029,0.001
2013,8,10,2,200,0.0428065,0.0259125,0.001
2013,8,10,2,210,0.0243763,0.0135045,0.001
2013,8,10,2,220,0.0134358,0.00670722,0.001
2013,8,10,2,230,0.0145229,0.00345903,0.001
2013,8,10,2,240,0.0111592,0.00183796,0.001
2013,8,10,2,250,0.0095278,0.000954328,0.001
2013,8,10,2,260,9.97108e-05,0.00047844,0.001
2013,8,10,2,270,9.97108e-05,0.000246271,0.001
2013,8,10,2,280,9.97108e-05,0.00014844,0.001
2013,8,10,2,290,9.97108e-05,0.000113607,0.001
2013,8,10,2,300,9.97108e-05,0.000103129,0.001
2013,8,10,2,310,9.97108e-05,0.000100663,0.001
2013,11,10,2,30,0.00148924,0.000104126,0.001
2013,11,10,2,40,0.00125848,0.000227026,0.001
2013,11,10,2,50,0.0148938,0.00186866,0.001
2013,11,10,2,60,0.0204381,0.0112806,0.001
2013,11,10,2,70,0.032579,0.0325007,0.001
2013,11,10,2,80,0.0172361,0.0470193,0.001
2013,11,10,2,90,0.0107471,0.0476141,0.001
2013,11,10,2,100,0.033914,0.0602309,0.001
2013,11,10,2,110,0.04061,0.0842101,0.001
2013,11,10,2,120,0.0711846,0.0956252,0.001
2013,11,10,2,130,0.0744628,0.0945,0.001
2013,11,10,2,140,0.122748,0.0932429,0.001
2013,11,10,2,150,0.0944591,0.0937512,0.001
2013,11,10,2,160,0.132775,0.090941,0.001
2013,11,10,2,170,0.0822592,0.081158,0.001
2013,11,10,2,180,0.0683716,0.0648373,0.001
2013,11,10,2,190,0.0310604,0.0451949,0.001
2013,11,10,2,200,0.044591,0.0269768,0.001
2013,11,10,2,210,0.0361118,0.0140614,0.001
2013,11,10,2,220,0.0327263,0.00697025,0.001
2013,11,10,2,230,0.0165028,0.0035892,0.001
2013,11,10,2,240,0.0101266,0.00190415,0.001
2013,11,10,2,250,0.00441493,0.000984613,0.001
2013,11,10,2,260,0.00326387,0.000490102,0.001
2013,11,10,2,270,0.00137724,0.000250088,0.001
2013,11,10,2,280,9.97108e-05,0.000149546,0.001
2013,11,10,2,290,9.97108e-05,0.000113903,0.001
2013,11,10,2,300,9.97108e-05,0.000103203,0.001
2013,11,10,2,310,9.97108e-05,0.000100686,0.001
2014,2,10,2,30,9.97108e-05,0.00451145,0.001
2014,2,10,2,40,9.97108e-05,0.00146215,0.001
2014,2,10,2,50,0.0108372,0.00050045,0.001
2014,2,10,2,60,0.0537874,0.00360107,0.001
2014,2,10,2,70,0.0108372,0.017082,0.001
2014,2,10,2,80,0.0108372,0.0426295,0.001
2014,2,10,2,90,0.0158555,0.0608731,0.001
2014,2,10,2,100,0.0442464,0.0659401,0.001
2014,2,10,2,110,0.0335089,0.0781517,0.001
2014,2,10,2,120,0.0293498,0.0948994,0.001
2014,2,10,2,130,0.111924,0.0995287,0.001
2014,2,10,2,140,0.103448,0.0953739,0.001
2014,2,10,2,150,0.0535817,0.0927682,0.001
2014,2,10,2,160,0.0677772,0.0900139,0.001
2014,2,10,2,170,0.103606,0.0815741,0.001
2014,2,10,2,180,0.0726373,0.0662853,0.001
2014,2,10,2,190,0.0911499,0.0467827,0.001
2014,2,10,2,200,0.034368,0.028108,0.001
2014,2,10,2,210,0.0426861,0.0146799,0.001
2014,2,10,2,220,0.0741976,0.00727035,0.001
2014,2,10,2,230,0.0151543,0.00373845,0.001
2014,2,10,2,240,0.00511794,0.00198036,0.001
2014,2,10,2,250,9.97108e-05,0.00101981,0.001
2014,2,10,2,260,9.97108e-05,0.000503338,0.001
2014,2,10,2,270,9.97108e-05,0.000253866,0.001
2014,2,10,2,280,0.0142952,0.000150269,0.001
2014,2,10,2,290,9.97108e-05,0.00011394,0.001
2014,2,10,2,300,9.97108e-05,0.000103167,0.001
2014,2,10,2,310,9.97108e-05,0.000100658,0.001
2014,5,10,2,30,9.97108e-05,0.000280615,0.001
2014,5,10,2,40,9.97108e-05,0.00220976,0.001
2014,5,10,2,50,0.00795909,0.00798437,0.001
2014,5,10,2,60,0.0236779,0.00980554,0.001
2014,5,10,2,70,0.00182498,0.00975549,0.001
2014,5,10,2,80,0.0131348,0.0255429,0.001
2014,5,10,2,90,0.0035502,0.0545717,0.001
2014,5,10,2,100,0.0165853,0.0748541,0.001
2014,5,10,2,110,0.0436581,0.0825734,0.001
2014,5,10,2,120,0.10292,0.0924957,0.001
2014,5,10,2,130,0.131762,0.100757,0.001
2014,5,10,2,140,0.129049,0.0986725,0.001
2014,5,10,2,150,0.133429,0.0935727,0.001
2014,5,10,2,160,0.135169,0.0894194,0.001
2014,5,10,2,170,0.0733704,0.0816714,0.001
2014,5,10,2,180,0.0786048,0.0673911,0.001
2014,5,10,2,190,0.0210236,0.0481879,0.001
2014,5,10,2,200,0.0175584,0.0291812,0.001
2014,5,10,2,210,0.0175437,0.0152872,0.001
2014,5,10,2,220,0.028883,0.0075652,0.001
2014,5,10,2,230,0.00969904,0.00387921,0.001
2014,5,10,2,240,0.00969904,0.00204852,0.001
2014,5,10,2,250,9.97108e-05,0.00105047,0.001
2014,5,10,2,260,9.97108e-05,0.000515182,0.001
2014,5,10,2,270,9.97108e-05,0.000257746,0.001
2014,5,10,2,280,9.97108e-05,0.000151385,0.001
2014,5,10,2,290,9.97108e-05,0.000114235,0.001
2014,5,10,2,300,9.97108e-05,0.00010324,0.001
2014,5,10,2,310,9.97108e-05,0.000100681,0.001
2014,8,10,2,30,9.97108e-05,0.000117681,0.001
2014,8,10,2,40,9.97108e-05,0.000473275,0.001
2014,8,10,2,50,0.00604621,0.00330094,0.001
2014,8,10,2,60,0.0112701,0.0108827,0.001
2014,8,10,2,70,0.0154654,0.0160555,0.001
2014,8,10,2,80,0.00782631,0.0192501,0.001
2014,8,10,2,90,0.0204524,0.0380228,0.001
2014,8,10,2,100,0.0468938,0.0687255,0.001
2014,8,10,2,110,0.0463771,0.0890209,0.001
2014,8,10,2,120,0.0749566,0.0967748,0.001
2014,8,10,2,130,0.108228,0.102086,0.001
2014,8,10,2,140,0.104483,0.10202,0.001
2014,8,10,2,150,0.145355,0.0967816,0.001
2014,8,10,2,160,0.129653,0.0908852,0.001
2014,8,10,2,170,0.0824043,0.0828604,0.001
2014,8,10,2,180,0.0546043,0.069195,0.001
2014,8,10,2,190,0.046011,0.0501434,0.001
2014,8,10,2,200,0.0196275,0.0306549,0.001
2014,8,10,2,210,0.0309164,0.0161408,0.001
2014,8,10,2,220,0.0194143,0.00799519,0.001
2014,8,10,2,230,0.0137492,0.00409094,0.001
2014,8,10,2,240,0.00412098,0.00215295,0.001
2014,8,10,2,250,0.00740969,0.0010987,0.001
2014,8,10,2,260,9.97108e-05,0.000534714,0.001
2014,8,10,2,270,0.00403818,0.000264538,0.001
2014,8,10,2,280,9.97108e-05,0.000153436,0.001
2014,8,10,2,290,9.97108e-05,0.000114786,0.001
2014,8,10,2,300,9.97108e-05,0.000103374,0.001
2014,8,10,2,310,9.97108e-05,0.00010072,0.001
2014,11,10,2,30,9.97108e-05,0.000101698,0.001
2014,11,10,2,40,9.97108e-05,0.00015704,0.001
2014,11,10,2,50,0.00113246,0.000897167,0.001
2014,11,10,2,60,0.00908799,0.00516085,0.001
2014,11,10,2,70,0.0265439,0.0150352,0.001
2014,11,10,2,80,0.012827,0.0237022,0.001
2014,11,10,2,90,0.0107596,0.0319277,0.001
2014,11,10,2,100,0.0237704,0.0542453,0.001
2014,11,10,2,110,0.0336386,0.0841956,0.001
